applicant_id,gender,dept,outcome
2632,male,B,rejected
2633,female,D,rejected
2634,male,A,admitted
2635,male,F,rejected
2636,female,F,rejected
2637,female,A,rejected
2638,female,F,rejected
2639,male,D,admitted
2640,male,A,rejected
2641,male,A,rejected
2642,male,A,admitted
2643,male,A,rejected
2644,male,F,rejected
2645,male,D,admitted
2646,male,D,rejected
2647,female,D,rejected
2648,male,D,rejected
2649,female,D,admitted
2650,male,A,rejected
2651,male,F,admitted
2652,female,D,rejected
2653,female,F,rejected
2654,male,B,admitted
2655,male,F,admitted
2656,male,D,admitted
2657,male,B,rejected
2658,male,D,rejected
2659,female,A,admitted
2660,male,B,rejected
2661,female,D,rejected
2662,female,F,rejected
2663,male,F,rejected
2664,male,F,rejected
2665,female,D,rejected
2666,female,D,rejected
2667,female,D,rejected
2668,female,D,rejected
2669,male,F,admitted
2670,male,A,admitted
2671,male,F,rejected
2672,male,B,admitted
2673,male,D,rejected
2674,male,D,rejected
2675,male,A,admitted
2676,female,F,rejected
2677,male,B,admitted
2678,male,B,rejected
2679,male,A,admitted
2680,male,D,rejected
2681,female,F,rejected
2682,male,D,rejected
2683,male,A,admitted
2684,female,F,rejected
2685,male,B,admitted
2686,female,F,rejected
2687,female,D,rejected
2688,male,B,rejected
2689,male,F,rejected
2690,male,A,rejected
2691,male,B,rejected
2692,male,A,admitted
2693,male,A,admitted
2694,female,D,admitted
2695,male,D,admitted
2696,female,D,rejected
2697,male,F,rejected
2698,male,B,admitted
2699,male,A,admitted
2700,female,F,rejected
2701,female,B,rejected
2702,male,A,admitted
2703,male,D,rejected
2704,male,B,admitted
2705,male,A,admitted
2706,male,B,admitted
2707,male,B,rejected
2708,male,F,rejected
2709,male,A,rejected
2710,female,F,rejected
2711,male,A,admitted
2712,male,D,rejected
2713,male,B,admitted
2714,male,F,rejected
2715,male,A,admitted
2716,male,A,rejected
2717,male,A,admitted
2718,male,F,rejected
2719,female,F,rejected
2720,male,B,admitted
2721,male,B,admitted
2722,female,D,rejected
2723,male,A,rejected
2724,male,D,rejected
2725,male,D,admitted
2726,male,D,admitted
2727,male,D,admitted
2728,male,B,rejected
2729,male,D,admitted
2730,female,F,rejected
2731,male,D,rejected
2732,male,F,rejected
2733,female,A,admitted
2734,female,A,admitted
2735,male,A,admitted
2736,male,F,rejected
2737,male,F,rejected
2738,male,B,admitted
2739,female,D,admitted
2740,female,A,admitted
2741,male,D,admitted
2742,male,A,admitted
2743,male,D,rejected
2744,female,F,rejected
2745,male,B,rejected
2746,female,F,rejected
2747,male,A,rejected
2748,male,D,rejected
2749,female,F,rejected
2750,female,F,rejected
2751,female,F,rejected
2752,female,A,admitted
2753,male,A,rejected
2754,female,F,admitted
2755,male,A,admitted
2756,female,D,rejected
2757,male,B,admitted
2758,male,B,admitted
2759,male,D,rejected
2760,male,B,admitted
2761,female,A,admitted
2762,male,B,rejected
2763,female,D,rejected
2764,male,A,rejected
2765,male,F,rejected
2766,female,D,rejected
2767,male,B,admitted
2768,male,D,admitted
2769,male,F,rejected
2770,male,B,admitted
2771,male,A,admitted
2772,female,D,admitted
2773,female,F,rejected
2774,female,D,rejected
2775,male,F,rejected
2776,male,B,admitted
2777,female,F,rejected
2778,male,D,rejected
2779,male,F,rejected
2780,male,A,admitted
2781,male,A,rejected
2782,male,D,admitted
2783,male,B,rejected
2784,female,D,rejected
2785,male,F,admitted
2786,male,B,rejected
2787,male,A,rejected
2788,male,A,admitted
2789,female,D,rejected
2790,male,B,admitted
2791,male,B,rejected
2792,male,D,rejected
2793,female,D,admitted
2794,female,A,rejected
2795,male,A,admitted
2796,female,D,admitted
2797,male,A,admitted
2798,male,A,admitted
2799,male,D,rejected
2800,male,B,admitted
2801,male,D,rejected
2802,male,B,admitted
2803,male,D,rejected
2804,male,B,admitted
2805,male,D,admitted
2806,male,A,rejected
2807,male,B,admitted
2808,male,B,rejected
2809,male,B,admitted
2810,male,F,rejected
2811,male,A,admitted
2812,male,A,rejected
2813,male,A,admitted
2814,female,F,rejected
2815,male,B,rejected
2816,female,F,rejected
2817,female,D,admitted
2818,male,F,rejected
2819,male,A,rejected
2820,male,A,rejected
2821,female,D,admitted
2822,male,B,admitted
2823,male,A,rejected
2824,male,A,rejected
2825,female,F,rejected
2826,male,B,admitted
2827,male,A,rejected
2828,male,A,admitted
2829,female,F,rejected
2830,female,A,rejected
2831,female,A,admitted
2832,male,A,admitted
2833,male,D,rejected
2834,male,D,rejected
2835,male,B,admitted
2836,female,F,rejected
2837,female,F,admitted
2838,male,A,rejected
2839,male,A,rejected
2840,male,B,rejected
2841,female,F,rejected
2842,male,A,admitted
2843,male,A,rejected
2844,female,F,rejected
2845,male,A,admitted
2846,male,D,rejected
2847,male,D,admitted
2848,male,D,rejected
2849,male,D,admitted
2850,female,D,admitted
2851,female,F,rejected
2852,male,A,rejected
2853,male,B,admitted
2854,male,D,rejected
2855,male,B,admitted
2856,female,D,rejected
2857,male,F,rejected
2858,female,F,rejected
2859,male,D,admitted
2860,female,D,admitted
2861,female,D,rejected
2862,male,A,admitted
2863,male,A,rejected
2864,female,D,rejected
2865,male,A,admitted
2866,male,A,admitted
2867,male,B,rejected
2868,female,F,rejected
2869,male,A,rejected
2870,male,A,rejected
2871,male,F,rejected
2872,male,D,admitted
2873,male,D,rejected
2874,female,D,rejected
2875,female,D,rejected
2876,male,B,admitted
2877,female,A,admitted
2878,female,D,rejected
2879,male,B,rejected
2880,male,D,rejected
2881,male,A,admitted
2882,female,D,rejected
2883,male,A,rejected
2884,female,F,rejected
2885,male,A,admitted
2886,male,B,admitted
2887,male,B,admitted
2888,female,F,rejected
2889,female,D,admitted
2890,female,D,rejected
2891,female,D,rejected
2892,female,F,rejected
2893,male,F,rejected
2894,male,F,rejected
2895,female,F,rejected
2896,male,A,admitted
2897,male,B,admitted
2898,male,F,admitted
2899,male,A,admitted
2900,female,F,rejected
2901,male,F,rejected
2902,female,D,admitted
2903,female,F,rejected
2904,male,F,rejected
2905,male,D,rejected
2906,male,B,rejected
2907,female,F,admitted
2908,male,B,rejected
2909,male,A,admitted
2910,male,D,rejected
2911,male,B,rejected
2912,male,B,rejected
2913,male,A,rejected
2914,female,D,rejected
2915,female,D,rejected
2916,male,B,admitted
2917,male,A,rejected
2918,male,F,rejected
2919,female,F,rejected
2920,male,D,rejected
2921,male,D,rejected
2922,male,B,rejected
2923,female,F,rejected
2924,male,B,admitted
2925,male,A,admitted
2926,female,B,admitted
2927,male,B,rejected
2928,male,B,admitted
2929,female,F,rejected
2930,female,F,rejected
2931,male,B,rejected
2932,male,F,rejected
2933,female,F,rejected
2934,male,B,rejected
2935,male,B,admitted
2936,male,B,admitted
2937,male,A,rejected
2938,male,D,rejected
2939,male,D,rejected
2940,female,A,rejected
2941,female,F,rejected
2942,male,A,admitted
2943,male,D,rejected
2944,female,F,admitted
2945,male,B,admitted
2946,female,F,admitted
2947,male,D,admitted
2948,male,B,rejected
2949,male,B,rejected
2950,male,F,rejected
2951,male,B,admitted
2952,male,F,rejected
2953,female,D,admitted
2954,female,F,rejected
2955,female,F,rejected
2956,male,B,admitted
2957,male,F,rejected
2958,male,F,rejected
2959,male,F,rejected
2960,male,A,admitted
2961,female,F,rejected
2962,male,A,admitted
2963,male,A,admitted
2964,female,D,admitted
2965,male,B,admitted
2966,male,A,rejected
2967,male,A,admitted
2968,male,A,admitted
2969,male,B,admitted
2970,male,A,admitted
2971,female,A,admitted
2972,male,A,admitted
2973,male,A,admitted
2974,male,D,admitted
2975,male,D,rejected
2976,male,B,admitted
2977,male,A,admitted
2978,male,A,admitted
2979,male,A,admitted
2980,male,A,admitted
2981,male,D,rejected
2982,male,A,admitted
2983,male,A,rejected
2984,male,F,rejected
2985,female,D,admitted
2986,male,D,rejected
2987,male,A,rejected
2988,male,D,rejected
2989,female,F,rejected
2990,female,D,rejected
2991,female,D,rejected
2992,male,F,admitted
2993,male,F,rejected
2994,male,D,rejected
2995,female,D,rejected
2996,female,D,rejected
2997,female,A,admitted
2998,male,B,rejected
2999,male,A,admitted
3000,male,F,rejected
3001,male,A,rejected
3002,male,B,admitted
3003,female,D,admitted
3004,female,F,rejected
3005,male,B,rejected
3006,female,B,admitted
3007,female,A,admitted
3008,female,F,rejected
3009,male,A,rejected
3010,male,A,admitted
3011,female,D,admitted
3012,male,A,admitted
3013,female,D,rejected
3014,male,A,rejected
3015,female,F,rejected
3016,female,F,rejected
3017,male,D,rejected
3018,male,A,admitted
3019,male,F,rejected
3020,female,F,rejected
3021,male,B,rejected
3022,male,D,rejected
3023,male,F,rejected
3024,male,A,admitted
